"","pubDate","tweet","author"
"33","Thu, 13 Dec 2012 01:54:41 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/QlaA47ed). @beckynights won! Protect your #GLOBEiPhone5 with #GadgetCare only from @EnjoyGlobe","axedmozo@twitter.com (Philip D'Great)"
"34","Thu, 13 Dec 2012 01:54:29 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","dasigcaye@twitter.com (egdondasig)"
"35","Thu, 13 Dec 2012 01:54:23 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 565","carldesales@twitter.com (B▲DDIE_C▲RL)"
"36","Thu, 13 Dec 2012 01:54:21 +0000","RT @enjoyGLOBE: @JMMaleniza Whoop! Parokya ni Edgar, Bamboo and 6Cyclemind will perform tonight! Cool, right?! #GlobeiPhone5","AntheaOfGlobe@twitter.com (Anthea of Globe)"
"37","Thu, 13 Dec 2012 01:54:17 +0000","RT @enjoyGLOBE: @JMMaleniza Whoop! Parokya ni Edgar, Bamboo and 6Cyclemind will perform tonight! Cool, right?! #GlobeiPhone5","dasigcaye@twitter.com (egdondasig)"
"38","Thu, 13 Dec 2012 01:54:11 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","vhentedos_22@twitter.com (Justin Alonzo)"
"39","Thu, 13 Dec 2012 01:54:10 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","RowniePon@twitter.com (Rownie Pon)"
"40","Thu, 13 Dec 2012 01:54:08 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","AntheaOfGlobe@twitter.com (Anthea of Globe)"
"41","Thu, 13 Dec 2012 01:54:00 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 564","carldesales@twitter.com (B▲DDIE_C▲RL)"
"42","Thu, 13 Dec 2012 01:53:58 +0000","Question of the day #SmartiPhone5  vs. #GlobeiPhone5","geek_orthodoc@twitter.com (Tonton DMD)"
"43","Thu, 13 Dec 2012 01:53:37 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 563","carldesales@twitter.com (B▲DDIE_C▲RL)"
"44","Thu, 13 Dec 2012 01:53:34 +0000","We want the new #GLOBEiPhone5","RowniePon@twitter.com (Rownie Pon)"
"45","Thu, 13 Dec 2012 01:53:29 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","6cyclemind@twitter.com (6CYCLEMIND)"
"46","Thu, 13 Dec 2012 01:53:29 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","jasonalejandro@twitter.com (jason alejandro)"
"47","Thu, 13 Dec 2012 01:53:27 +0000","RT @enjoyGLOBE: @JMMaleniza Whoop! Parokya ni Edgar, Bamboo and 6Cyclemind will perform tonight! Cool, right?! #GlobeiPhone5","KirkOfGlobe@twitter.com (Kirk of Globe)"
"48","Thu, 13 Dec 2012 01:53:25 +0000","@IAmRamPaige Mas Maganda ang #GlobeiPhone5 may phone insurance. :D","aldwin07@twitter.com (Aldwyn)"
"49","Thu, 13 Dec 2012 01:53:20 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","KirkOfGlobe@twitter.com (Kirk of Globe)"
"50","Thu, 13 Dec 2012 01:53:16 +0000","#GlobeiPhone5 #GlobeiPhone5 #GlobeiPhone5 #GlobeiPhone5 #GlobeiPhone5 #GlobeiPhone5. Perfect for Christmas! Can I have one? @enjoyGLOBE","papu0104@twitter.com (Alex Hernandez   )"
"51","Thu, 13 Dec 2012 01:53:09 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 562","carldesales@twitter.com (B▲DDIE_C▲RL)"
"52","Thu, 13 Dec 2012 01:52:54 +0000","RT @iLoveCharles30: **WIN A #GLOBEIphone5 by watching (http://t.co/7fhXnQzN). @beckynights won! Protect your #GLOBEiPhone5 with #GadgetCa ...","SweepsPursuit@twitter.com (Sweepstakes Pursuit)"
"53","Thu, 13 Dec 2012 01:52:42 +0000","@djmotwister will you be at the launch of #GlobeiPhone5 tomorrow?","jasonalejandro@twitter.com (jason alejandro)"
"54","Thu, 13 Dec 2012 01:52:30 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","sINGRIDients@twitter.com (ingrid sandra papa)"
"55","Thu, 13 Dec 2012 01:52:18 +0000","Thinking of going to the Pamasko ng Globe event at the New Glorietta later.. Might win a brand new #GlobeiPhone5 #hopeful #feelinglucky","damselind1stres@twitter.com (Joyce Dorotan)"
"56","Thu, 13 Dec 2012 01:51:42 +0000","**WIN A #GLOBEIphone5 by watching (http://t.co/7fhXnQzN). @beckynights won! Protect your #GLOBEiPhone5 with #GadgetCare only from @EnjoyGlobe","iLoveCharles30@twitter.com (Charles Mamaclay)"
"57","Thu, 13 Dec 2012 01:51:38 +0000","**WIN A #GLOBEIphone5 by watching (http://t.co/7fhXnQzN). @beckynights won! Protect your #GLOBEiPhone5 with #GadgetCare only from @EnjoyGlobe","iLoveCharles30@twitter.com (Charles Mamaclay)"
"58","Thu, 13 Dec 2012 01:51:33 +0000","**WIN A #GLOBEIphone5 by watching (http://t.co/7fhXnQzN). @beckynights won! Protect your #GLOBEiPhone5 with #GadgetCare only from @EnjoyGlobe","iLoveCharles30@twitter.com (Charles Mamaclay)"
"59","Thu, 13 Dec 2012 01:51:26 +0000","**WIN A #GLOBEIphone5 by watching (http://t.co/7fhXnQzN). @beckynights won! Protect your #GLOBEiPhone5 with #GadgetCare only from @EnjoyGlobe","iLoveCharles30@twitter.com (Charles Mamaclay)"
"60","Thu, 13 Dec 2012 01:51:21 +0000","**WIN A #GLOBEIphone5 by watching (http://t.co/7fhXnQzN). @beckynights won! Protect your #GLOBEiPhone5 with #GadgetCare only from @EnjoyGlobe","iLoveCharles30@twitter.com (Charles Mamaclay)"
"61","Thu, 13 Dec 2012 01:51:16 +0000","**WIN A #GLOBEIphone5 by watching (http://t.co/7fhXnQzN). @beckynights won! Protect your #GLOBEiPhone5 with #GadgetCare only from @EnjoyGlobe","iLoveCharles30@twitter.com (Charles Mamaclay)"
"62","Thu, 13 Dec 2012 01:51:15 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","Gracianananaaaa@twitter.com (grace ann sotoya)"
"63","Thu, 13 Dec 2012 01:51:02 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 561","carldesales@twitter.com (B▲DDIE_C▲RL)"
"64","Thu, 13 Dec 2012 01:51:02 +0000","**WIN A #GLOBEIphone5 by watching (http://t.co/7fhXnQzN). @beckynights won! Protect your #GLOBEiPhone5 with #GadgetCare only from @EnjoyGlobe","iLoveCharles30@twitter.com (Charles Mamaclay)"
"65","Thu, 13 Dec 2012 01:50:57 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","genriq@twitter.com (Gilbert Enriquez)"
"66","Thu, 13 Dec 2012 01:50:53 +0000","RT @djmotwister: #GlobeiPhone5","teenytinydoris@twitter.com (Doris Ferrolino ♥)"
"67","Thu, 13 Dec 2012 01:50:46 +0000","“WIN A #GLOBEIphone5 by watching (http://t.co/qe6v1Inm). (answer) won! Protect your #GLOBEiPhone5 with... http://t.co/L6CCkmHb","ImDianaChrystal@twitter.com (Anne C. Jaoaremopsღ♔)"
"68","Thu, 13 Dec 2012 01:50:39 +0000","#GlobeiPhone5 
#GlobeiPhone5
#GlobeiPhone5
#GlobeiPhone5 
#GlobeiPhone5
#GlobeiPhone5
#GlobeiPhone5
#GlobeiPhone5
@enjoyGLOBE","abemagdangal@twitter.com (ABE MAGDANGAL)"
"69","Thu, 13 Dec 2012 01:50:23 +0000","@djmotwister #TwisterPrize #GlobeiPhone5 ? Let's play!!","mikkolots@twitter.com (Mikko Garcia)"
"70","Thu, 13 Dec 2012 01:50:19 +0000","“WIN A #GLOBEIphone5 by watching (http://t.co/qe6v1Inm). (answer) won! Protect your #GLOBEiPhone5 with #GadgetCare only from @EnjoyGlobe”","ImDianaChrystal@twitter.com (Anne C. Jaoaremopsღ♔)"
"71","Thu, 13 Dec 2012 01:50:15 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","ron_carlo@twitter.com ( RonVanDerWoodsen)"
"72","Thu, 13 Dec 2012 01:50:07 +0000","RT @djmotwister: #GlobeiPhone5","XyrelleXy@twitter.com (mary jane)"
"73","Thu, 13 Dec 2012 01:49:55 +0000","RT @djmotwister: #GlobeiPhone5","generbasilio@twitter.com (gener basilio)"
"74","Thu, 13 Dec 2012 01:49:48 +0000","Okay. Where will be the coolest and grandest launch tomorrow? #GlobeiPhone5 at New Glorietta or #SmartiPhone5 at Resorts Worlds? :)","jeCkaChristina@twitter.com (JessicaChristina 이민호)"
"75","Thu, 13 Dec 2012 01:49:31 +0000","12.14.12 #GlobeiPhone5","EriKups@twitter.com (John Erik Mitra)"
"76","Thu, 13 Dec 2012 01:49:31 +0000","#GlobeiPhone5 :)))))))","nikkodelvalle@twitter.com (Nikko del Valle)"
"77","Thu, 13 Dec 2012 01:49:10 +0000","RT @beckynights: Find out who won the iPhone Drop Challenge and win a #GLOBEiPhone5 ! http://t.co/F3SRXxvK RT!!! ******---","AllOverUgen@twitter.com (Eugene Sietereales)"
"78","Thu, 13 Dec 2012 01:49:10 +0000","RT @djmotwister: #GlobeiPhone5","rc_ko@twitter.com (Rc Ko ∞)"
"79","Thu, 13 Dec 2012 01:49:09 +0000","""@djmotwister: #GlobeiPhone5"" give me please yer #GlobeiPhone5 :D","teySm_@twitter.com (may et)"
"80","Thu, 13 Dec 2012 01:49:00 +0000","#GlobeiPhone5 give it to me, baby...","IamRACOofficial@twitter.com (Cedrick Castro)"
"81","Thu, 13 Dec 2012 01:48:46 +0000","#GlobeiPhone5","chinggaytan@twitter.com (Shiela Mae Tan)"
"82","Thu, 13 Dec 2012 01:48:32 +0000","Sheez launch na ng #GlobeiPhone5 mamaya :(","akosiyeoj@twitter.com (Yeoj - Jì Yuēníng)"
"83","Thu, 13 Dec 2012 01:48:28 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/ZVLrabos) Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @EnjoyGlobe","iamcrase@twitter.com (crase)"
"84","Thu, 13 Dec 2012 01:48:21 +0000","RT @djmotwister: #GlobeiPhone5","ron_carlo@twitter.com ( RonVanDerWoodsen)"
"85","Thu, 13 Dec 2012 01:48:20 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","hannieleynes@twitter.com (hannie leynes)"
"86","Thu, 13 Dec 2012 01:48:13 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 560","carldesales@twitter.com (B▲DDIE_C▲RL)"
"87","Thu, 13 Dec 2012 01:48:11 +0000","@ericjohnking @talk2GLOBE You gonna get yours at The Fort? :) #GlobeiPhone5","lloydthelostboy@twitter.com (Lloyd)"
"88","Thu, 13 Dec 2012 01:48:08 +0000","Shet #GlobeiPhone5","GetteBelmonte@twitter.com (Georgette Belmonte)"
"89","Thu, 13 Dec 2012 01:48:01 +0000","Find out who won the iPhone Drop Challenge and win a #GLOBEiPhone5 ! http://t.co/F3SRXxvK RT!!! ******---","beckynights@twitter.com (Becky Nights Podcast)"
"90","Thu, 13 Dec 2012 01:48:01 +0000","RT @djmotwister: #GlobeiPhone5","teySm_@twitter.com (may et)"
"91","Thu, 13 Dec 2012 01:47:55 +0000","@djmotwister i want #GlobeiPhone5..merry christmas.. :)","tin_jonson@twitter.com (tin jonson)"
"92","Thu, 13 Dec 2012 01:47:55 +0000","#GlobeiPhone5... i want it haha","Archie_05joseph@twitter.com (Archie Joseph David)"
"93","Thu, 13 Dec 2012 01:47:52 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 559","carldesales@twitter.com (B▲DDIE_C▲RL)"
"94","Thu, 13 Dec 2012 01:47:43 +0000","RT @djmotwister: #GlobeiPhone5","janadoodles@twitter.com (Jana Angela)"
"95","Thu, 13 Dec 2012 01:47:35 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","tristan013@twitter.com (Tristan Gatdula)"
"96","Thu, 13 Dec 2012 01:47:30 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","arcanville@twitter.com (Arnold Villegas)"
"97","Thu, 13 Dec 2012 01:47:29 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 558","carldesales@twitter.com (B▲DDIE_C▲RL)"
"98","Thu, 13 Dec 2012 01:47:26 +0000","RT @djmotwister: #GlobeiPhone5","makzngalas24@twitter.com (Joseph Darwin Co)"
"99","Thu, 13 Dec 2012 01:47:23 +0000","“@djmotwister: #GlobeiPhone5” I'm gonna get mine tomorrow! :)","RealLeoAquino@twitter.com (Leo Aquino)"
"100","Thu, 13 Dec 2012 01:47:22 +0000","Definitely checkin out globe postpaid to get that #GlobeiPhone5 . @enjoyGLOBE","marysajona@twitter.com (Mary Angela Sajona)"
"101","Thu, 13 Dec 2012 01:47:00 +0000","#GlobeiPhone5 - will I get you?","jaytrixz@twitter.com (Jay Santos)"
"102","Thu, 13 Dec 2012 01:46:59 +0000","“@djmotwister: #GlobeiPhone5”","riolm_21@twitter.com (Rio)"
"103","Thu, 13 Dec 2012 01:46:52 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","DtubbyTubby@twitter.com (tubby dimaukom)"
"104","Thu, 13 Dec 2012 01:46:48 +0000","If there's a way i could get that #GlobeiPhone5 please tell me. :( @enjoyGLOBE","ur_Jaeiness@twitter.com (Olivia247ツ)"
"105","Thu, 13 Dec 2012 01:46:39 +0000","#GlobeiPhone5","IceQubez@twitter.com (Quevin Velasquez)"
"106","Thu, 13 Dec 2012 01:46:32 +0000","All I want for Christmas is #GlobeiPhone5","GlennManlangit@twitter.com (Glenn A. Manlangit)"
"107","Thu, 13 Dec 2012 01:46:31 +0000","I opt for #GlobeiPhone5! Getting mine tomorrow. So excited! Thanks @talk2GLOBE for not being an ass this time. Great service! **","ericjohnking@twitter.com (Eric John King)"
"108","Thu, 13 Dec 2012 01:46:28 +0000","RT @enjoyGLOBE: Who wants to win a #GlobeiPhone5? :) This is exciting!","marysajona@twitter.com (Mary Angela Sajona)"
"109","Thu, 13 Dec 2012 01:46:28 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","malou_merino@twitter.com (malou)"
"110","Thu, 13 Dec 2012 01:46:15 +0000","@djmotwister can i have one? pls.. #GlobeiPhone5","TWIXtedmind@twitter.com (Anne)"
"111","Thu, 13 Dec 2012 01:46:13 +0000","#GlobeiPhone5 I want oneeeee","Iambjorkee@twitter.com (James Björkroos)"
"112","Thu, 13 Dec 2012 01:46:12 +0000","#GlobeiPhone5 :( pls? :) i don't care if their service is slow coz they trying their best to fix it :) @enjoyGLOBE @talk2GLOBE","akosiyeoj@twitter.com (Yeoj - Jì Yuēníng)"
"113","Thu, 13 Dec 2012 01:46:05 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","JhianBrown@twitter.com (Jhian Garcia)"
"114","Thu, 13 Dec 2012 01:46:00 +0000","#GlobeiPhone5 waaaah","Iambjorkee@twitter.com (James Björkroos)"
"115","Thu, 13 Dec 2012 01:45:57 +0000","RT @djmotwister: #GlobeiPhone5","arleneway09@twitter.com (Blujay Arlene Way)"
"116","Thu, 13 Dec 2012 01:45:53 +0000","#GlobeiPhone5 I want one!!!","Iambjorkee@twitter.com (James Björkroos)"
"117","Thu, 13 Dec 2012 01:45:46 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 556","carldesales@twitter.com (B▲DDIE_C▲RL)"
"118","Thu, 13 Dec 2012 01:45:36 +0000","RT @djmotwister: #GlobeiPhone5","GetteBelmonte@twitter.com (Georgette Belmonte)"
"119","Thu, 13 Dec 2012 01:45:33 +0000","WIN A #GLOBEIphone5 by watching (http://t.co/ALUU1c8N). 'Beckies' won! Protect your #GLOBEiPhone5 with #GadgetCare only from @EnjoyGlobe","AllOverUgen@twitter.com (Eugene Sietereales)"
"120","Thu, 13 Dec 2012 01:45:32 +0000","RT @Bamboomusiclive: “@BrookeOnFire: @Bamboomusiclive are you coming tomorrow for #GlobeIphone5 launch?” YES","AshBooFTW@twitter.com (SarahG&BambooMfans)"
"121","Thu, 13 Dec 2012 01:45:32 +0000","Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","nix_fantabulous@twitter.com (Nikki the great)"
"122","Thu, 13 Dec 2012 01:45:31 +0000","#GlobeiPhone5 my wish in christmas is to have it .. ;)","imhappytamtam@twitter.com (imhappytamtam)"
"123","Thu, 13 Dec 2012 01:45:30 +0000","RT @DivinemLee: Wanna win a new #GlobeiPhone5 ??! WATCH &amp; RT!!! #GadgetCare #GlobeiPhone5 http://t.co/J3eHOdxC RT to qualify!","neilmeneses1@twitter.com (neil meneses)"
"124","Thu, 13 Dec 2012 01:45:27 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","mattgozun@twitter.com (Matt Gozun)"
"125","Thu, 13 Dec 2012 01:45:18 +0000","Oh okay just deleted that tweet. @enjoyGLOBE IS launching their #GlobeiPhone5 tonight! Yay!","marysajona@twitter.com (Mary Angela Sajona)"
"126","Thu, 13 Dec 2012 01:45:17 +0000","Win A #GLOBEiPhone5 by watching (http://t.co/i1hFwKVq). Beckies won! Protect your #GLOBEiPhone5 with #GadgetCare only from @enjoyglobe 555","carldesales@twitter.com (B▲DDIE_C▲RL)"
"127","Thu, 13 Dec 2012 01:45:17 +0000","RT @djmotwister: #GlobeiPhone5","tin_jonson@twitter.com (tin jonson)"
"128","Thu, 13 Dec 2012 01:45:04 +0000","RT @enjoyGLOBE: Let the countdown begin! Who's joining us tonight for the Pamasko ng Globe event at the New Glorietta, 6PM? :) #GlobeiPhone5","ohohitsjaunty@twitter.com (jaunty cameo )"
